33;17.8;0.01;1.0
33;12.0;0.0;1.0
33;17.8;0.0;1.0
33;3.0;0.0;1.0
33;2.0;0.0;1.0
33;3.0;0.0;1.0
33;3.0;0.0;1.0
7;1.0;0.0;1.0
33;15.5;0.0;1.0
33;10.3;0.0;1.0
33;2.0;0.0;1.0
11;1.0;0.0;1.0
12;1.0;0.0;1.0
33;15.1;0.0;1.0
14;1.0;0.0;1.0
15;1.0;0.0;1.0
16;1.0;0.0;1.0
17;1.0;0.0;1.0
18;1.0;0.0;1.0
33;14.5;0.0;1.0
20;1.0;0.0;1.0
21;1.0;0.0;1.0
22;1.0;0.0;1.0
33;8.7;0.0;1.0
33;8.6;0.01;1.0
33;8.7;0.01;1.0
26;1.0;0.0;1.0
33;11.8;0.0;1.0
33;11.0;0.0;1.0
33;2.0;0.0;1.0
33;9.7;0.0;1.0
33;16.8;0.0;1.0
33;14.8;0.0;1.0
33;17.0;0.0;1.0
0;19.3;0.01;1.0
1;12.8;0.0;1.0
2;17.6;0.0;1.0
3;3.0;0.0;1.0
4;2.0;0.0;1.0
5;3.0;0.0;1.0
6;3.0;0.0;1.0
7;1.0;0.0;1.0
8;15.5;0.0;1.0
9;10.3;0.0;1.0
10;2.0;0.0;1.0
11;1.0;0.0;1.0
12;1.0;0.0;1.0
13;15.2;0.0;1.0
14;1.0;0.0;1.0
15;1.0;0.0;1.0
16;1.0;0.0;1.0
17;1.0;0.0;1.0
18;1.0;0.0;1.0
19;14.7;0.0;1.0
20;1.0;0.0;1.0
21;1.0;0.0;1.0
22;1.0;0.0;1.0
23;8.6;0.0;1.0
24;8.6;0.01;1.0
25;8.7;0.0;1.0
26;1.0;0.0;1.0
27;11.8;0.0;1.0
28;11.0;0.01;1.0
29;2.0;0.0;1.0
30;9.7;0.0;1.0
31;16.2;0.0;1.0
32;14.8;0.0;1.0
33;17.0;0.0;1.0
0;19.1;0.01;1.0
1;13.2;0.0;1.0
2;17.5;0.0;1.0
3;3.0;0.0;1.0
4;2.0;0.0;1.0
5;3.0;0.0;1.0
6;3.0;0.0;1.0
7;1.0;0.0;1.0
8;15.5;0.0;1.0
9;10.3;0.01;1.0
10;2.0;0.0;1.0
11;1.0;0.0;1.0
12;1.0;0.0;1.0
13;15.2;0.0;1.0
14;1.0;0.0;1.0
15;1.0;0.0;1.0
16;1.0;0.0;1.0
17;1.0;0.0;1.0
18;1.0;0.0;1.0
19;14.7;0.0;1.0
20;1.0;0.0;1.0
21;1.0;0.0;1.0
22;1.0;0.0;1.0
23;8.4;0.0;1.0
24;8.6;0.0;1.0
25;8.5;0.0;1.0
26;1.0;0.0;1.0
27;11.9;0.0;1.0
28;10.9;0.01;1.0
29;2.0;0.0;1.0
30;9.7;0.0;1.0
31;16.2;0.0;1.0
32;16.3;0.0;1.0
33;17.0;0.0;1.0
